"Repetition","ID","OuterFold","SplitID"
1,998,3,"R01_F03"
1,999,4,"R01_F04"
1,1000,3,"R01_F03"
2,1,4,"R02_F04"
2,2,2,"R02_F02"
2,3,1,"R02_F01"
2,4,2,"R02_F02"
2,5,2,"R02_F02"
2,6,4,"R02_F04"
2,7,3,"R02_F03"
2,8,1,"R02_F01"
2,9,1,"R02_F01"
2,10,3,"R02_F03"
2,11,3,"R02_F03"
2,12,2,"R02_F02"
2,13,5,"R02_F05"
2,14,4,"R02_F04"
2,15,4,"R02_F04"
2,16,2,"R02_F02"
2,17,3,"R02_F03"
2,18,4,"R02_F04"
2,19,1,"R02_F01"
2,20,3,"R02_F03"
2,21,5,"R02_F05"
2,22,2,"R02_F02"
2,23,5,"R02_F05"
2,24,3,"R02_F03"
2,25,4,"R02_F04"
2,26,3,"R02_F03"
2,27,5,"R02_F05"
2,28,4,"R02_F04"
2,29,3,"R02_F03"
2,30,2,"R02_F02"
2,31,4,"R02_F04"
2,32,2,"R02_F02"
2,33,5,"R02_F05"
2,34,2,"R02_F02"
2,35,1,"R02_F01"
2,36,5,"R02_F05"
2,37,3,"R02_F03"
2,38,5,"R02_F05"
2,39,4,"R02_F04"
2,40,2,"R02_F02"
2,41,5,"R02_F05"
2,42,2,"R02_F02"
2,43,1,"R02_F01"
2,44,5,"R02_F05"
2,45,3,"R02_F03"
2,46,1,"R02_F01"
2,47,1,"R02_F01"
2,48,2,"R02_F02"
2,49,2,"R02_F02"
2,50,4,"R02_F04"
2,51,2,"R02_F02"
2,52,3,"R02_F03"
2,53,4,"R02_F04"
2,54,5,"R02_F05"
2,55,1,"R02_F01"
2,56,1,"R02_F01"
2,57,5,"R02_F05"
2,58,4,"R02_F04"
2,59,2,"R02_F02"
2,60,2,"R02_F02"
2,61,3,"R02_F03"
2,62,5,"R02_F05"
2,63,4,"R02_F04"
2,64,2,"R02_F02"
2,65,3,"R02_F03"
2,66,1,"R02_F01"
2,67,1,"R02_F01"
2,68,3,"R02_F03"
2,69,3,"R02_F03"
2,70,4,"R02_F04"
2,71,2,"R02_F02"
2,72,5,"R02_F05"
2,73,1,"R02_F01"
2,74,2,"R02_F02"
2,75,5,"R02_F05"
2,76,3,"R02_F03"
2,77,2,"R02_F02"
2,78,5,"R02_F05"
2,79,5,"R02_F05"
2,80,4,"R02_F04"
2,81,1,"R02_F01"
2,82,4,"R02_F04"
2,83,3,"R02_F03"
2,84,2,"R02_F02"
2,85,5,"R02_F05"
2,86,1,"R02_F01"
2,87,4,"R02_F04"
2,88,1,"R02_F01"
2,89,4,"R02_F04"
2,90,3,"R02_F03"
2,91,1,"R02_F01"
2,92,5,"R02_F05"
2,93,1,"R02_F01"
2,94,4,"R02_F04"
2,95,1,"R02_F01"
2,96,2,"R02_F02"
2,97,4,"R02_F04"
2,98,4,"R02_F04"
2,99,1,"R02_F01"
2,100,4,"R02_F04"
2,101,3,"R02_F03"
2,102,4,"R02_F04"
2,103,4,"R02_F04"
2,104,5,"R02_F05"
2,105,3,"R02_F03"
2,106,2,"R02_F02"
2,107,5,"R02_F05"
2,108,5,"R02_F05"
2,109,5,"R02_F05"
2,110,4,"R02_F04"
2,111,5,"R02_F05"
2,112,2,"R02_F02"
2,113,2,"R02_F02"
2,114,5,"R02_F05"
2,115,1,"R02_F01"
2,116,3,"R02_F03"
2,117,4,"R02_F04"
2,118,2,"R02_F02"
2,119,3,"R02_F03"
2,120,5,"R02_F05"
2,121,3,"R02_F03"
2,122,5,"R02_F05"
2,123,2,"R02_F02"
2,124,5,"R02_F05"
2,125,5,"R02_F05"
2,126,5,"R02_F05"
2,127,5,"R02_F05"
2,128,1,"R02_F01"
2,129,4,"R02_F04"
2,130,1,"R02_F01"
2,131,1,"R02_F01"
2,132,2,"R02_F02"
2,133,1,"R02_F01"
2,134,5,"R02_F05"
2,135,2,"R02_F02"
2,136,1,"R02_F01"
2,137,5,"R02_F05"
2,138,2,"R02_F02"
2,139,2,"R02_F02"
2,140,2,"R02_F02"
2,141,5,"R02_F05"
2,142,1,"R02_F01"
2,143,4,"R02_F04"
2,144,5,"R02_F05"
2,145,4,"R02_F04"
2,146,2,"R02_F02"
2,147,4,"R02_F04"
2,148,1,"R02_F01"
2,149,3,"R02_F03"
2,150,3,"R02_F03"
2,151,3,"R02_F03"
2,152,3,"R02_F03"
2,153,1,"R02_F01"
2,154,1,"R02_F01"
2,155,1,"R02_F01"
2,156,3,"R02_F03"
2,157,1,"R02_F01"
2,158,3,"R02_F03"
2,159,3,"R02_F03"
2,160,3,"R02_F03"
2,161,2,"R02_F02"
2,162,2,"R02_F02"
2,163,4,"R02_F04"
2,164,1,"R02_F01"
2,165,3,"R02_F03"
2,166,1,"R02_F01"
2,167,3,"R02_F03"
2,168,5,"R02_F05"
2,169,2,"R02_F02"
2,170,5,"R02_F05"
2,171,5,"R02_F05"
2,172,2,"R02_F02"
2,173,2,"R02_F02"
2,174,2,"R02_F02"
2,175,2,"R02_F02"
2,176,3,"R02_F03"
2,177,2,"R02_F02"
2,178,4,"R02_F04"
2,179,3,"R02_F03"
2,180,4,"R02_F04"
2,181,4,"R02_F04"
2,182,1,"R02_F01"
2,183,5,"R02_F05"
2,184,2,"R02_F02"
2,185,1,"R02_F01"
2,186,3,"R02_F03"
2,187,4,"R02_F04"
2,188,1,"R02_F01"
2,189,5,"R02_F05"
2,190,5,"R02_F05"
2,191,2,"R02_F02"
2,192,5,"R02_F05"
2,193,3,"R02_F03"
2,194,4,"R02_F04"
2,195,1,"R02_F01"
2,196,2,"R02_F02"
2,197,2,"R02_F02"
2,198,4,"R02_F04"
2,199,1,"R02_F01"
2,200,3,"R02_F03"
2,201,1,"R02_F01"
2,202,4,"R02_F04"
2,203,4,"R02_F04"
2,204,5,"R02_F05"
2,205,2,"R02_F02"
2,206,1,"R02_F01"
2,207,5,"R02_F05"
2,208,4,"R02_F04"
2,209,4,"R02_F04"
2,210,5,"R02_F05"
2,211,2,"R02_F02"
2,212,2,"R02_F02"
2,213,3,"R02_F03"
2,214,3,"R02_F03"
2,215,2,"R02_F02"
2,216,3,"R02_F03"
2,217,2,"R02_F02"
2,218,3,"R02_F03"
2,219,5,"R02_F05"
2,220,1,"R02_F01"
2,221,1,"R02_F01"
2,222,5,"R02_F05"
2,223,5,"R02_F05"
2,224,2,"R02_F02"
2,225,1,"R02_F01"
2,226,5,"R02_F05"
2,227,4,"R02_F04"
2,228,1,"R02_F01"
2,229,5,"R02_F05"
2,230,2,"R02_F02"
2,231,5,"R02_F05"
2,232,1,"R02_F01"
2,233,5,"R02_F05"
2,234,2,"R02_F02"
2,235,4,"R02_F04"
2,236,3,"R02_F03"
2,237,2,"R02_F02"
2,238,5,"R02_F05"
2,239,5,"R02_F05"
2,240,3,"R02_F03"
2,241,2,"R02_F02"
2,242,4,"R02_F04"
2,243,2,"R02_F02"
2,244,3,"R02_F03"
2,245,5,"R02_F05"
2,246,3,"R02_F03"
2,247,1,"R02_F01"
2,248,1,"R02_F01"
2,249,5,"R02_F05"
2,250,2,"R02_F02"
2,251,1,"R02_F01"
2,252,3,"R02_F03"
2,253,2,"R02_F02"
2,254,2,"R02_F02"
2,255,2,"R02_F02"
2,256,3,"R02_F03"
2,257,4,"R02_F04"
2,258,2,"R02_F02"
2,259,4,"R02_F04"
2,260,1,"R02_F01"
2,261,5,"R02_F05"
2,262,1,"R02_F01"
2,263,2,"R02_F02"
2,264,1,"R02_F01"
2,265,1,"R02_F01"
2,266,3,"R02_F03"
2,267,1,"R02_F01"
2,268,5,"R02_F05"
2,269,5,"R02_F05"
2,270,1,"R02_F01"
2,271,1,"R02_F01"
2,272,3,"R02_F03"
2,273,1,"R02_F01"
2,274,3,"R02_F03"
2,275,4,"R02_F04"
2,276,4,"R02_F04"
2,277,5,"R02_F05"
2,278,2,"R02_F02"
2,279,4,"R02_F04"
2,280,2,"R02_F02"
2,281,3,"R02_F03"
2,282,4,"R02_F04"
2,283,2,"R02_F02"
2,284,2,"R02_F02"
2,285,5,"R02_F05"
2,286,3,"R02_F03"
2,287,4,"R02_F04"
2,288,5,"R02_F05"
2,289,5,"R02_F05"
2,290,2,"R02_F02"
2,291,2,"R02_F02"
2,292,2,"R02_F02"
2,293,3,"R02_F03"
2,294,3,"R02_F03"
2,295,1,"R02_F01"
2,296,2,"R02_F02"
2,297,2,"R02_F02"
2,298,4,"R02_F04"
2,299,4,"R02_F04"
2,300,1,"R02_F01"
2,301,5,"R02_F05"
2,302,1,"R02_F01"
2,303,1,"R02_F01"
2,304,1,"R02_F01"
2,305,3,"R02_F03"
2,306,1,"R02_F01"
2,307,1,"R02_F01"
2,308,4,"R02_F04"
2,309,1,"R02_F01"
2,310,4,"R02_F04"
2,311,1,"R02_F01"
2,312,4,"R02_F04"
2,313,5,"R02_F05"
2,314,1,"R02_F01"
2,315,1,"R02_F01"
2,316,4,"R02_F04"
2,317,4,"R02_F04"
2,318,5,"R02_F05"
2,319,2,"R02_F02"
2,320,2,"R02_F02"
2,321,3,"R02_F03"
2,322,4,"R02_F04"
2,323,5,"R02_F05"
2,324,2,"R02_F02"
2,325,5,"R02_F05"
2,326,3,"R02_F03"
2,327,4,"R02_F04"
2,328,4,"R02_F04"
2,329,5,"R02_F05"
2,330,2,"R02_F02"
2,331,4,"R02_F04"
2,332,4,"R02_F04"
2,333,5,"R02_F05"
2,334,4,"R02_F04"
2,335,4,"R02_F04"
2,336,5,"R02_F05"
2,337,5,"R02_F05"
2,338,2,"R02_F02"
2,339,1,"R02_F01"
2,340,5,"R02_F05"
2,341,2,"R02_F02"
2,342,2,"R02_F02"
2,343,4,"R02_F04"
2,344,3,"R02_F03"
2,345,4,"R02_F04"
2,346,1,"R02_F01"
2,347,2,"R02_F02"
2,348,4,"R02_F04"
2,349,2,"R02_F02"
2,350,4,"R02_F04"
2,351,3,"R02_F03"
2,352,3,"R02_F03"
2,353,4,"R02_F04"
2,354,2,"R02_F02"
2,355,2,"R02_F02"
2,356,3,"R02_F03"
2,357,2,"R02_F02"
2,358,4,"R02_F04"
2,359,4,"R02_F04"
2,360,4,"R02_F04"
2,361,4,"R02_F04"
2,362,4,"R02_F04"
2,363,2,"R02_F02"
2,364,2,"R02_F02"
2,365,1,"R02_F01"
2,366,4,"R02_F04"
2,367,3,"R02_F03"
2,368,4,"R02_F04"
2,369,2,"R02_F02"
2,370,3,"R02_F03"
2,371,2,"R02_F02"
2,372,2,"R02_F02"
2,373,3,"R02_F03"
2,374,4,"R02_F04"
2,375,3,"R02_F03"
2,376,2,"R02_F02"
2,377,5,"R02_F05"
2,378,4,"R02_F04"
2,379,4,"R02_F04"
2,380,3,"R02_F03"
2,381,3,"R02_F03"
2,382,5,"R02_F05"
2,383,3,"R02_F03"
2,384,1,"R02_F01"
2,385,2,"R02_F02"
2,386,3,"R02_F03"
2,387,2,"R02_F02"
2,388,3,"R02_F03"
2,389,1,"R02_F01"
2,390,1,"R02_F01"
2,391,2,"R02_F02"
2,392,4,"R02_F04"
2,393,2,"R02_F02"
2,394,4,"R02_F04"
2,395,2,"R02_F02"
2,396,4,"R02_F04"
2,397,4,"R02_F04"
2,398,1,"R02_F01"
2,399,3,"R02_F03"
2,400,4,"R02_F04"
2,401,5,"R02_F05"
2,402,2,"R02_F02"
2,403,4,"R02_F04"
2,404,2,"R02_F02"
2,405,4,"R02_F04"
2,406,4,"R02_F04"
2,407,3,"R02_F03"
2,408,1,"R02_F01"
2,409,5,"R02_F05"
2,410,5,"R02_F05"
2,411,2,"R02_F02"
2,412,3,"R02_F03"
2,413,4,"R02_F04"
2,414,4,"R02_F04"
2,415,5,"R02_F05"
2,416,4,"R02_F04"
2,417,2,"R02_F02"
2,418,4,"R02_F04"
2,419,1,"R02_F01"
2,420,1,"R02_F01"
2,421,4,"R02_F04"
2,422,2,"R02_F02"
2,423,2,"R02_F02"
2,424,4,"R02_F04"
2,425,3,"R02_F03"
2,426,4,"R02_F04"
2,427,3,"R02_F03"
2,428,1,"R02_F01"
2,429,2,"R02_F02"
2,430,4,"R02_F04"
2,431,1,"R02_F01"
2,432,4,"R02_F04"
2,433,3,"R02_F03"
2,434,3,"R02_F03"
2,435,4,"R02_F04"
2,436,2,"R02_F02"
2,437,2,"R02_F02"
2,438,3,"R02_F03"
2,439,1,"R02_F01"
2,440,1,"R02_F01"
2,441,3,"R02_F03"
2,442,3,"R02_F03"
2,443,5,"R02_F05"
2,444,3,"R02_F03"
2,445,4,"R02_F04"
2,446,3,"R02_F03"
2,447,1,"R02_F01"
2,448,5,"R02_F05"
2,449,1,"R02_F01"
2,450,1,"R02_F01"
2,451,3,"R02_F03"
2,452,2,"R02_F02"
2,453,3,"R02_F03"
2,454,4,"R02_F04"
2,455,2,"R02_F02"
2,456,1,"R02_F01"
2,457,2,"R02_F02"
2,458,3,"R02_F03"
2,459,3,"R02_F03"
2,460,5,"R02_F05"
2,461,5,"R02_F05"
2,462,5,"R02_F05"
2,463,3,"R02_F03"
2,464,5,"R02_F05"
2,465,3,"R02_F03"
2,466,5,"R02_F05"
2,467,1,"R02_F01"
2,468,1,"R02_F01"
2,469,1,"R02_F01"
2,470,5,"R02_F05"
2,471,3,"R02_F03"
2,472,1,"R02_F01"
2,473,2,"R02_F02"
2,474,5,"R02_F05"
2,475,5,"R02_F05"
2,476,5,"R02_F05"
2,477,3,"R02_F03"
2,478,1,"R02_F01"
2,479,4,"R02_F04"
2,480,3,"R02_F03"
2,481,2,"R02_F02"
2,482,4,"R02_F04"
2,483,1,"R02_F01"
2,484,1,"R02_F01"
2,485,3,"R02_F03"
2,486,3,"R02_F03"
2,487,1,"R02_F01"
2,488,3,"R02_F03"
2,489,5,"R02_F05"
2,490,3,"R02_F03"
2,491,2,"R02_F02"
2,492,5,"R02_F05"
2,493,3,"R02_F03"
2,494,4,"R02_F04"
2,495,2,"R02_F02"
2,496,5,"R02_F05"
2,497,5,"R02_F05"
2,498,4,"R02_F04"
2,499,1,"R02_F01"
2,500,5,"R02_F05"
2,501,2,"R02_F02"
2,502,4,"R02_F04"
2,503,1,"R02_F01"
2,504,5,"R02_F05"
2,505,3,"R02_F03"
2,506,1,"R02_F01"
2,507,4,"R02_F04"
2,508,5,"R02_F05"
2,509,2,"R02_F02"
2,510,4,"R02_F04"
2,511,5,"R02_F05"
2,512,5,"R02_F05"
2,513,3,"R02_F03"
2,514,5,"R02_F05"
2,515,2,"R02_F02"
2,516,2,"R02_F02"
2,517,3,"R02_F03"
2,518,2,"R02_F02"
2,519,2,"R02_F02"
2,520,1,"R02_F01"
2,521,2,"R02_F02"
2,522,5,"R02_F05"
2,523,5,"R02_F05"
2,524,3,"R02_F03"
2,525,1,"R02_F01"
2,526,4,"R02_F04"
2,527,3,"R02_F03"
2,528,3,"R02_F03"
2,529,5,"R02_F05"
2,530,3,"R02_F03"
2,531,5,"R02_F05"
2,532,3,"R02_F03"
2,533,5,"R02_F05"
2,534,3,"R02_F03"
2,535,4,"R02_F04"
2,536,2,"R02_F02"
2,537,5,"R02_F05"
2,538,2,"R02_F02"
2,539,5,"R02_F05"
2,540,5,"R02_F05"
2,541,5,"R02_F05"
2,542,5,"R02_F05"
2,543,3,"R02_F03"
2,544,1,"R02_F01"
2,545,4,"R02_F04"
2,546,2,"R02_F02"
2,547,4,"R02_F04"
2,548,4,"R02_F04"
2,549,3,"R02_F03"
2,550,1,"R02_F01"
2,551,2,"R02_F02"
2,552,3,"R02_F03"
2,553,5,"R02_F05"
2,554,5,"R02_F05"
2,555,1,"R02_F01"
2,556,2,"R02_F02"
2,557,1,"R02_F01"
2,558,4,"R02_F04"
2,559,1,"R02_F01"
2,560,2,"R02_F02"
2,561,3,"R02_F03"
2,562,4,"R02_F04"
2,563,2,"R02_F02"
2,564,3,"R02_F03"
2,565,5,"R02_F05"
2,566,4,"R02_F04"
2,567,2,"R02_F02"
2,568,5,"R02_F05"
2,569,1,"R02_F01"
2,570,5,"R02_F05"
2,571,2,"R02_F02"
2,572,2,"R02_F02"
2,573,3,"R02_F03"
2,574,5,"R02_F05"
2,575,5,"R02_F05"
2,576,2,"R02_F02"
2,577,2,"R02_F02"
2,578,1,"R02_F01"
2,579,5,"R02_F05"
2,580,2,"R02_F02"
2,581,1,"R02_F01"
2,582,2,"R02_F02"
2,583,1,"R02_F01"
2,584,4,"R02_F04"
2,585,2,"R02_F02"
2,586,2,"R02_F02"
2,587,5,"R02_F05"
2,588,4,"R02_F04"
2,589,2,"R02_F02"
2,590,2,"R02_F02"
2,591,4,"R02_F04"
2,592,5,"R02_F05"
2,593,4,"R02_F04"
2,594,5,"R02_F05"
2,595,1,"R02_F01"
2,596,5,"R02_F05"
2,597,3,"R02_F03"
2,598,4,"R02_F04"
2,599,2,"R02_F02"
2,600,2,"R02_F02"
2,601,2,"R02_F02"
2,602,1,"R02_F01"
2,603,3,"R02_F03"
2,604,5,"R02_F05"
2,605,1,"R02_F01"
2,606,2,"R02_F02"
2,607,3,"R02_F03"
2,608,5,"R02_F05"
2,609,1,"R02_F01"
2,610,3,"R02_F03"
2,611,1,"R02_F01"
2,612,4,"R02_F04"
2,613,5,"R02_F05"
2,614,5,"R02_F05"
2,615,3,"R02_F03"
2,616,4,"R02_F04"
2,617,2,"R02_F02"
2,618,1,"R02_F01"
2,619,4,"R02_F04"
2,620,3,"R02_F03"
2,621,4,"R02_F04"
2,622,3,"R02_F03"
2,623,3,"R02_F03"
2,624,2,"R02_F02"
2,625,1,"R02_F01"
2,626,5,"R02_F05"
2,627,1,"R02_F01"
2,628,3,"R02_F03"
2,629,3,"R02_F03"
2,630,4,"R02_F04"
2,631,1,"R02_F01"
2,632,2,"R02_F02"
2,633,3,"R02_F03"
2,634,3,"R02_F03"
2,635,3,"R02_F03"
2,636,5,"R02_F05"
2,637,1,"R02_F01"
2,638,1,"R02_F01"
2,639,3,"R02_F03"
2,640,3,"R02_F03"
2,641,5,"R02_F05"
2,642,1,"R02_F01"
2,643,1,"R02_F01"
2,644,3,"R02_F03"
2,645,4,"R02_F04"
2,646,3,"R02_F03"
2,647,2,"R02_F02"
2,648,1,"R02_F01"
2,649,1,"R02_F01"
2,650,5,"R02_F05"
2,651,3,"R02_F03"
2,652,2,"R02_F02"
2,653,3,"R02_F03"
2,654,1,"R02_F01"
2,655,3,"R02_F03"
2,656,2,"R02_F02"
2,657,1,"R02_F01"
2,658,2,"R02_F02"
2,659,5,"R02_F05"
2,660,3,"R02_F03"
2,661,1,"R02_F01"
2,662,1,"R02_F01"
2,663,1,"R02_F01"
2,664,3,"R02_F03"
2,665,5,"R02_F05"
2,666,5,"R02_F05"
2,667,1,"R02_F01"
2,668,3,"R02_F03"
2,669,1,"R02_F01"
2,670,5,"R02_F05"
2,671,5,"R02_F05"
2,672,5,"R02_F05"
2,673,4,"R02_F04"
2,674,1,"R02_F01"
2,675,2,"R02_F02"
2,676,5,"R02_F05"
2,677,5,"R02_F05"
2,678,3,"R02_F03"
2,679,1,"R02_F01"
2,680,2,"R02_F02"
2,681,1,"R02_F01"
2,682,4,"R02_F04"
2,683,5,"R02_F05"
2,684,3,"R02_F03"
2,685,4,"R02_F04"
2,686,5,"R02_F05"
2,687,5,"R02_F05"
2,688,1,"R02_F01"
2,689,4,"R02_F04"
2,690,3,"R02_F03"
2,691,1,"R02_F01"
2,692,2,"R02_F02"
2,693,5,"R02_F05"
2,694,2,"R02_F02"
2,695,5,"R02_F05"
2,696,5,"R02_F05"
2,697,5,"R02_F05"
2,698,5,"R02_F05"
2,699,4,"R02_F04"
2,700,4,"R02_F04"
2,701,1,"R02_F01"
2,702,5,"R02_F05"
2,703,3,"R02_F03"
2,704,5,"R02_F05"
2,705,4,"R02_F04"
2,706,3,"R02_F03"
2,707,1,"R02_F01"
2,708,5,"R02_F05"
2,709,1,"R02_F01"
2,710,2,"R02_F02"
2,711,2,"R02_F02"
2,712,5,"R02_F05"
2,713,4,"R02_F04"
2,714,5,"R02_F05"
2,715,2,"R02_F02"
2,716,3,"R02_F03"
2,717,2,"R02_F02"
2,718,4,"R02_F04"
2,719,4,"R02_F04"
2,720,3,"R02_F03"
2,721,3,"R02_F03"
2,722,1,"R02_F01"
2,723,4,"R02_F04"
2,724,4,"R02_F04"
2,725,4,"R02_F04"
2,726,4,"R02_F04"
2,727,2,"R02_F02"
2,728,4,"R02_F04"
2,729,3,"R02_F03"
2,730,4,"R02_F04"
2,731,4,"R02_F04"
2,732,5,"R02_F05"
2,733,4,"R02_F04"
2,734,4,"R02_F04"
2,735,1,"R02_F01"
2,736,1,"R02_F01"
2,737,4,"R02_F04"
2,738,4,"R02_F04"
2,739,3,"R02_F03"
2,740,2,"R02_F02"
2,741,3,"R02_F03"
2,742,5,"R02_F05"
2,743,1,"R02_F01"
2,744,5,"R02_F05"
2,745,4,"R02_F04"
2,746,1,"R02_F01"
2,747,2,"R02_F02"
2,748,2,"R02_F02"
2,749,1,"R02_F01"
2,750,2,"R02_F02"
2,751,4,"R02_F04"
2,752,3,"R02_F03"
2,753,4,"R02_F04"
2,754,3,"R02_F03"
2,755,4,"R02_F04"
2,756,5,"R02_F05"
2,757,1,"R02_F01"
2,758,5,"R02_F05"
2,759,2,"R02_F02"
2,760,3,"R02_F03"
2,761,4,"R02_F04"
2,762,5,"R02_F05"
2,763,4,"R02_F04"
2,764,4,"R02_F04"
2,765,1,"R02_F01"
2,766,4,"R02_F04"
2,767,4,"R02_F04"
2,768,5,"R02_F05"
2,769,5,"R02_F05"
2,770,1,"R02_F01"
2,771,3,"R02_F03"
2,772,4,"R02_F04"
2,773,4,"R02_F04"
2,774,5,"R02_F05"
2,775,5,"R02_F05"
2,776,3,"R02_F03"
2,777,3,"R02_F03"
2,778,1,"R02_F01"
2,779,3,"R02_F03"
2,780,5,"R02_F05"
2,781,3,"R02_F03"
2,782,3,"R02_F03"
2,783,3,"R02_F03"
2,784,1,"R02_F01"
2,785,5,"R02_F05"
2,786,5,"R02_F05"
2,787,4,"R02_F04"
2,788,2,"R02_F02"
2,789,3,"R02_F03"
2,790,2,"R02_F02"
2,791,5,"R02_F05"
2,792,3,"R02_F03"
2,793,1,"R02_F01"
2,794,2,"R02_F02"
2,795,3,"R02_F03"
2,796,2,"R02_F02"
2,797,2,"R02_F02"
2,798,1,"R02_F01"
2,799,5,"R02_F05"
2,800,4,"R02_F04"
2,801,3,"R02_F03"
2,802,4,"R02_F04"
2,803,4,"R02_F04"
2,804,5,"R02_F05"
2,805,4,"R02_F04"
2,806,4,"R02_F04"
2,807,1,"R02_F01"
2,808,4,"R02_F04"
2,809,1,"R02_F01"
2,810,3,"R02_F03"
2,811,1,"R02_F01"
2,812,1,"R02_F01"
2,813,3,"R02_F03"
2,814,1,"R02_F01"
2,815,2,"R02_F02"
2,816,5,"R02_F05"
2,817,3,"R02_F03"
2,818,1,"R02_F01"
2,819,1,"R02_F01"
2,820,4,"R02_F04"
2,821,3,"R02_F03"
2,822,5,"R02_F05"
2,823,1,"R02_F01"
2,824,1,"R02_F01"
2,825,2,"R02_F02"
2,826,4,"R02_F04"
2,827,2,"R02_F02"
2,828,2,"R02_F02"
2,829,3,"R02_F03"
2,830,2,"R02_F02"
2,831,5,"R02_F05"
2,832,3,"R02_F03"
2,833,2,"R02_F02"
2,834,3,"R02_F03"
2,835,4,"R02_F04"
2,836,2,"R02_F02"
2,837,3,"R02_F03"
2,838,1,"R02_F01"
2,839,1,"R02_F01"
2,840,1,"R02_F01"
2,841,1,"R02_F01"
2,842,3,"R02_F03"
2,843,1,"R02_F01"
2,844,2,"R02_F02"
2,845,3,"R02_F03"
2,846,3,"R02_F03"
2,847,4,"R02_F04"
2,848,1,"R02_F01"
2,849,3,"R02_F03"
2,850,5,"R02_F05"
2,851,3,"R02_F03"
2,852,5,"R02_F05"
2,853,1,"R02_F01"
2,854,1,"R02_F01"
2,855,4,"R02_F04"
2,856,5,"R02_F05"
2,857,5,"R02_F05"
2,858,2,"R02_F02"
2,859,1,"R02_F01"
2,860,2,"R02_F02"
2,861,2,"R02_F02"
2,862,2,"R02_F02"
2,863,3,"R02_F03"
2,864,5,"R02_F05"
2,865,4,"R02_F04"
2,866,4,"R02_F04"
2,867,2,"R02_F02"
2,868,1,"R02_F01"
2,869,1,"R02_F01"
2,870,5,"R02_F05"
2,871,2,"R02_F02"
2,872,1,"R02_F01"
2,873,3,"R02_F03"
2,874,1,"R02_F01"
2,875,5,"R02_F05"
2,876,5,"R02_F05"
2,877,5,"R02_F05"
2,878,2,"R02_F02"
2,879,1,"R02_F01"
2,880,4,"R02_F04"
2,881,3,"R02_F03"
2,882,1,"R02_F01"
2,883,2,"R02_F02"
2,884,1,"R02_F01"
2,885,2,"R02_F02"
2,886,3,"R02_F03"
2,887,2,"R02_F02"
2,888,4,"R02_F04"
2,889,4,"R02_F04"
2,890,3,"R02_F03"
2,891,5,"R02_F05"
2,892,4,"R02_F04"
2,893,3,"R02_F03"
2,894,5,"R02_F05"
2,895,4,"R02_F04"
2,896,1,"R02_F01"
2,897,5,"R02_F05"
2,898,2,"R02_F02"
2,899,1,"R02_F01"
2,900,5,"R02_F05"
2,901,5,"R02_F05"
2,902,1,"R02_F01"
2,903,3,"R02_F03"
2,904,4,"R02_F04"
2,905,5,"R02_F05"
2,906,4,"R02_F04"
2,907,3,"R02_F03"
2,908,2,"R02_F02"
2,909,4,"R02_F04"
2,910,5,"R02_F05"
2,911,1,"R02_F01"
2,912,5,"R02_F05"
2,913,1,"R02_F01"
2,914,3,"R02_F03"
2,915,5,"R02_F05"
2,916,5,"R02_F05"
2,917,4,"R02_F04"
2,918,2,"R02_F02"
2,919,5,"R02_F05"
2,920,5,"R02_F05"
2,921,3,"R02_F03"
2,922,2,"R02_F02"
2,923,3,"R02_F03"
2,924,1,"R02_F01"
2,925,3,"R02_F03"
2,926,1,"R02_F01"
2,927,3,"R02_F03"
2,928,4,"R02_F04"
2,929,5,"R02_F05"
2,930,2,"R02_F02"
2,931,3,"R02_F03"
2,932,3,"R02_F03"
2,933,1,"R02_F01"
2,934,4,"R02_F04"
2,935,3,"R02_F03"
2,936,1,"R02_F01"
2,937,4,"R02_F04"
2,938,2,"R02_F02"
2,939,4,"R02_F04"
2,940,1,"R02_F01"
2,941,3,"R02_F03"
2,942,2,"R02_F02"
2,943,1,"R02_F01"
2,944,4,"R02_F04"
2,945,5,"R02_F05"
2,946,5,"R02_F05"
2,947,4,"R02_F04"
2,948,2,"R02_F02"
2,949,5,"R02_F05"
2,950,3,"R02_F03"
2,951,2,"R02_F02"
2,952,1,"R02_F01"
2,953,5,"R02_F05"
2,954,2,"R02_F02"
2,955,3,"R02_F03"
2,956,4,"R02_F04"
2,957,2,"R02_F02"
2,958,1,"R02_F01"
2,959,2,"R02_F02"
2,960,1,"R02_F01"
2,961,5,"R02_F05"
2,962,4,"R02_F04"
2,963,1,"R02_F01"
2,964,4,"R02_F04"
2,965,5,"R02_F05"
2,966,4,"R02_F04"
2,967,2,"R02_F02"
2,968,1,"R02_F01"
2,969,5,"R02_F05"
2,970,5,"R02_F05"
2,971,3,"R02_F03"
2,972,4,"R02_F04"
2,973,2,"R02_F02"
2,974,1,"R02_F01"
2,975,2,"R02_F02"
2,976,3,"R02_F03"
2,977,1,"R02_F01"
2,978,2,"R02_F02"
2,979,1,"R02_F01"
2,980,4,"R02_F04"
2,981,3,"R02_F03"
2,982,1,"R02_F01"
2,983,1,"R02_F01"
2,984,3,"R02_F03"
2,985,1,"R02_F01"
2,986,5,"R02_F05"
2,987,4,"R02_F04"
2,988,4,"R02_F04"
2,989,4,"R02_F04"
2,990,2,"R02_F02"
2,991,1,"R02_F01"
2,992,1,"R02_F01"
2,993,3,"R02_F03"
2,994,3,"R02_F03"
2,995,4,"R02_F04"
